REF_DATE,GEO,DGUID,Age (15C),Gender (3),Statistics (2),Coordinate,Visible minority (15):Total - Visible minority[1],Symbol,Visible minority (15):Total visible minority population[2],Symbol,Visible minority (15):South Asian[3],Symbol,Visible minority (15):Chinese[4],Symbol,Visible minority (15):Black[5],Symbol,Visible minority (15):Filipino[6],Symbol,Visible minority (15):Arab[7],Symbol,Visible minority (15):Latin American[8],Symbol,Visible minority (15):Southeast Asian[9],Symbol,Visible minority (15):West Asian[10],Symbol,Visible minority (15):Korean[11],Symbol,Visible minority (15):Japanese[12],Symbol,"Visible minority (15):Visible minority, n.i.e.[13]",Symbol,Visible minority (15):Multiple visible minorities[14],Symbol,Visible minority (15):Not a visible minority[15],Symbol
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 64 years,Women+,2021 Counts,69.7.3.1,45060,,10410,,3015,,1335,,1450,,1265,,480,,685,,940,,510,,145,,85,,180,,315,,34650,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 64 years,Women+,% distribution (2021),69.7.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 54 years,Total - Gender,2021 Counts,69.8.1.1,67300,,17410,,5560,,1790,,2825,,1845,,825,,1140,,1430,,835,,225,,110,,335,,495,,49895,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 54 years,Total - Gender,% distribution (2021),69.8.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 54 years,Men+,2021 Counts,69.8.2.1,33240,,8735,,2915,,810,,1545,,815,,405,,565,,675,,390,,100,,50,,200,,250,,24505,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 54 years,Men+,% distribution (2021),69.8.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 54 years,Women+,2021 Counts,69.8.3.1,34065,,8675,,2640,,980,,1275,,1025,,420,,570,,755,,440,,125,,60,,140,,245,,25395,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 54 years,Women+,% distribution (2021),69.8.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 34 years,Total - Gender,2021 Counts,69.9.1.1,23915,,6785,,2470,,625,,1265,,565,,315,,355,,495,,240,,80,,40,,110,,225,,17130,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 34 years,Total - Gender,% distribution (2021),69.9.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 34 years,Men+,2021 Counts,69.9.2.1,12255,,3565,,1335,,320,,655,,275,,140,,200,,285,,120,,40,,15,,65,,120,,8690,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 34 years,Men+,% distribution (2021),69.9.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 34 years,Women+,2021 Counts,69.9.3.1,11660,,3225,,1135,,305,,615,,285,,175,,155,,210,,125,,40,,20,,50,,105,,8440,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 34 years,Women+,% distribution (2021),69.9.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,35 to 44 years,Total - Gender,2021 Counts,69.10.1.1,22020,,6025,,1905,,460,,1030,,705,,305,,440,,420,,400,,70,,25,,130,,120,,15995,
2021,"Guelph (CMA), Ont.",2021S0503550,35 to 44 years,Total - Gender,% distribution (2021),69.10.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,35 to 44 years,Men+,2021 Counts,69.10.2.1,10680,,2940,,980,,175,,585,,310,,160,,210,,165,,165,,40,,10,,75,,70,,7740,
2021,"Guelph (CMA), Ont.",2021S0503550,35 to 44 years,Men+,% distribution (2021),69.10.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,35 to 44 years,Women+,2021 Counts,69.10.3.1,11340,,3085,,930,,285,,445,,400,,145,,230,,255,,245,,35,,15,,55,,50,,8255,
2021,"Guelph (CMA), Ont.",2021S0503550,35 to 44 years,Women+,% distribution (2021),69.10.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,45 to 54 years,Total - Gender,2021 Counts,69.11.1.1,21370,,4600,,1180,,705,,520,,570,,205,,340,,520,,190,,70,,50,,100,,150,,16775,
2021,"Guelph (CMA), Ont.",2021S0503550,45 to 54 years,Total - Gender,% distribution (2021),69.11.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,45 to 54 years,Men+,2021 Counts,69.11.2.1,10305,,2230,,600,,315,,305,,235,,110,,160,,230,,110,,20,,20,,60,,60,,8075,
2021,"Guelph (CMA), Ont.",2021S0503550,45 to 54 years,Men+,% distribution (2021),69.11.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,45 to 54 years,Women+,2021 Counts,69.11.3.1,11065,,2370,,575,,390,,215,,335,,95,,185,,290,,75,,50,,30,,40,,85,,8695,
2021,"Guelph (CMA), Ont.",2021S0503550,45 to 54 years,Women+,% distribution (2021),69.11.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,55 to 64 years,Total - Gender,2021 Counts,69.12.1.1,21535,,3460,,740,,685,,370,,400,,145,,215,,430,,180,,35,,45,,80,,125,,18070,
2021,"Guelph (CMA), Ont.",2021S0503550,55 to 64 years,Total - Gender,% distribution (2021),69.12.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,55 to 64 years,Men+,2021 Counts,69.12.2.1,10540,,1730,,365,,335,,200,,160,,90,,110,,245,,110,,15,,20,,35,,55,,8815,
2021,"Guelph (CMA), Ont.",2021S0503550,55 to 64 years,Men+,% distribution (2021),69.12.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,55 to 64 years,Women+,2021 Counts,69.12.3.1,10990,,1735,,375,,355,,170,,245,,55,,110,,185,,70,,15,,25,,45,,75,,9260,
2021,"Guelph (CMA), Ont.",2021S0503550,55 to 64 years,Women+,% distribution (2021),69.12.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,65 years and over,Total - Gender,2021 Counts,69.13.1.1,26280,,2935,,1000,,470,,255,,275,,80,,195,,270,,180,,20,,30,,50,,100,,23345,
2021,"Guelph (CMA), Ont.",2021S0503550,65 years and over,Total - Gender,% distribution (2021),69.13.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Guelph (CMA), Ont.",2021S0503550,65 years and over,Men+,2021 Counts,69.13.2.1,11915,,1345,,490,,230,,100,,105,,40,,75,,120,,80,,10,,20,,25,,55,,10570,
2021,"Guelph (CMA), Ont.",2021S0503550,65 years and over,Men+,% distribution (2021),69.13.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,65 years and over,Women+,2021 Counts,69.13.3.1,14360,,1585,,505,,240,,155,,175,,40,,120,,150,,100,,15,,10,,30,,40,,12775,
2021,"Guelph (CMA), Ont.",2021S0503550,65 years and over,Women+,% distribution (2021),69.13.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,65 to 74 years,Total - Gender,2021 Counts,69.14.1.1,15295,,1850,,670,,300,,135,,180,,50,,90,,185,,125,,15,,20,,25,,55,,13440,
2021,"Guelph (CMA), Ont.",2021S0503550,65 to 74 years,Total - Gender,% distribution (2021),69.14.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,65 to 74 years,Men+,2021 Counts,69.14.2.1,7090,,850,,295,,140,,60,,80,,30,,35,,90,,55,,0,,10,,10,,30,,6240,
2021,"Guelph (CMA), Ont.",2021S0503550,65 to 74 years,Men+,% distribution (2021),69.14.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,65 to 74 years,Women+,2021 Counts,69.14.3.1,8200,,1005,,380,,155,,80,,100,,20,,60,,90,,65,,10,,10,,15,,20,,7200,
2021,"Guelph (CMA), Ont.",2021S0503550,65 to 74 years,Women+,% distribution (2021),69.14.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,75 years and over,Total - Gender,2021 Counts,69.15.1.1,10985,,1080,,325,,170,,120,,100,,30,,105,,85,,55,,0,,10,,30,,45,,9905,
2021,"Guelph (CMA), Ont.",2021S0503550,75 years and over,Total - Gender,% distribution (2021),69.15.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,75 years and over,Men+,2021 Counts,69.15.2.1,4825,,500,,200,,85,,45,,20,,10,,40,,30,,20,,0,,10,,10,,20,,4330,
2021,"Guelph (CMA), Ont.",2021S0503550,75 years and over,Men+,% distribution (2021),69.15.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,75 years and over,Women+,2021 Counts,69.15.3.1,6165,,585,,130,,80,,80,,75,,20,,65,,55,,35,,0,,0,,20,,25,,5575,
2021,"Guelph (CMA), Ont.",2021S0503550,75 years and over,Women+,% distribution (2021),69.15.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Hamilton (CMA), Ont.",2021S0503537,Total - Age,Total - Gender,2021 Counts,70.1.1.1,773440,,182115,,47630,,15555,,33510,,14955,,19725,,14610,,9675,,8905,,3800,,1710,,4270,,7775,,591325,
2021,"Hamilton (CMA), Ont.",2021S0503537,Total - Age,Total - Gender,% distribution (2021),70.1.1.2,2.1,,0.5,,0.1,,0.0,,0.1,,0.0,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.6,
2021,"Hamilton (CMA), Ont.",2021S0503537,Total - Age,Men+,2021 Counts,70.1.2.1,378340,,89715,,24625,,7625,,16360,,6705,,10080,,6965,,4665,,4355,,1715,,760,,2085,,3770,,288620,
2021,"Hamilton (CMA), Ont.",2021S0503537,Total - Age,Men+,% distribution (2021),70.1.2.2,1.0,,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.8,
2021,"Hamilton (CMA), Ont.",2021S0503537,Total - Age,Women+,2021 Counts,70.1.3.1,395105,,92400,,23010,,7925,,17150,,8245,,9640,,7640,,5005,,4545,,2085,,955,,2185,,4005,,302700,
2021,"Hamilton (CMA), Ont.",2021S0503537,Total - Age,Women+,% distribution (2021),70.1.3.2,1.1,,0.3,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.8,
2021,"Hamilton (CMA), Ont.",2021S0503537,0 to 14 years,Total - Gender,2021 Counts,70.2.1.1,125670,,39610,,9345,,2450,,9320,,2900,,5410,,2065,,1710,,1645,,775,,280,,1050,,2645,,86055,
2021,"Hamilton (CMA), Ont.",2021S0503537,0 to 14 years,Total - Gender,% distribution (2021),70.2.1.2,0.3,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Hamilton (CMA), Ont.",2021S0503537,0 to 14 years,Men+,2021 Counts,70.2.2.1,64620,,20045,,4785,,1260,,4620,,1505,,2715,,1035,,855,,845,,350,,150,,565,,1360,,44580,
2021,"Hamilton (CMA), Ont.",2021S0503537,0 to 14 years,Men+,% distribution (2021),70.2.2.2,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,0 to 14 years,Women+,2021 Counts,70.2.3.1,61050,,19570,,4565,,1195,,4700,,1400,,2700,,1025,,860,,805,,430,,130,,485,,1285,,41475,
2021,"Hamilton (CMA), Ont.",2021S0503537,0 to 14 years,Women+,% distribution (2021),70.2.3.2,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 years and over,Total - Gender,2021 Counts,70.3.1.1,647775,,142505,,38280,,13100,,24190,,12055,,14310,,12540,,7970,,7255,,3025,,1430,,3215,,5125,,505265,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 years and over,Total - Gender,% distribution (2021),70.3.1.2,1.8,,0.4,,0.1,,0.0,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.4,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 years and over,Men+,2021 Counts,70.3.2.1,313715,,69675,,19840,,6370,,11735,,5205,,7370,,5930,,3815,,3505,,1370,,605,,1520,,2410,,244040,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 years and over,Men+,% distribution (2021),70.3.2.2,0.9,,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.7,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 years and over,Women+,2021 Counts,70.3.3.1,334055,,72825,,18445,,6730,,12455,,6850,,6940,,6610,,4150,,3745,,1660,,825,,1700,,2715,,261230,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 years and over,Women+,% distribution (2021),70.3.3.2,0.9,,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.7,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 24 years,Total - Gender,2021 Counts,70.4.1.1,91695,,29110,,7290,,3010,,5640,,2350,,3500,,1915,,1550,,1175,,605,,210,,435,,1425,,62580,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 24 years,Total - Gender,% distribution (2021),70.4.1.2,0.3,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 24 years,Men+,2021 Counts,70.4.2.1,47445,,15315,,3990,,1615,,2790,,1310,,1955,,950,,815,,560,,330,,95,,210,,690,,32130,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 24 years,Men+,% distribution (2021),70.4.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 24 years,Women+,2021 Counts,70.4.3.1,44245,,13795,,3305,,1395,,2855,,1040,,1545,,965,,740,,615,,270,,115,,225,,730,,30450,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 24 years,Women+,% distribution (2021),70.4.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 19 years,Total - Gender,2021 Counts,70.5.1.1,44445,,13290,,2785,,810,,3030,,1095,,1960,,915,,735,,610,,290,,85,,235,,745,,31150,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 19 years,Total - Gender,% distribution (2021),70.5.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 19 years,Men+,2021 Counts,70.5.2.1,23090,,6855,,1530,,350,,1525,,585,,1130,,455,,360,,310,,140,,35,,115,,315,,16230,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 19 years,Men+,% distribution (2021),70.5.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 19 years,Women+,2021 Counts,70.5.3.1,21360,,6435,,1255,,460,,1505,,510,,830,,465,,370,,300,,145,,50,,115,,430,,14925,
2021,"Hamilton (CMA), Ont.",2021S0503537,15 to 19 years,Women+,% distribution (2021),70.5.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Hamilton (CMA), Ont.",2021S0503537,20 to 24 years,Total - Gender,2021 Counts,70.6.1.1,47245,,15820,,4505,,2200,,2615,,1255,,1545,,1005,,820,,560,,310,,125,,205,,675,,31425,
2021,"Hamilton (CMA), Ont.",2021S0503537,20 to 24 years,Total - Gender,% distribution (2021),70.6.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,20 to 24 years,Men+,2021 Counts,70.6.2.1,24360,,8460,,2455,,1265,,1270,,725,,830,,500,,460,,250,,185,,60,,100,,370,,15900,
2021,"Hamilton (CMA), Ont.",2021S0503537,20 to 24 years,Men+,% distribution (2021),70.6.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Hamilton (CMA), Ont.",2021S0503537,20 to 24 years,Women+,2021 Counts,70.6.3.1,22885,,7360,,2050,,935,,1350,,535,,715,,500,,365,,315,,125,,65,,105,,305,,15530,
2021,"Hamilton (CMA), Ont.",2021S0503537,20 to 24 years,Women+,% distribution (2021),70.6.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 64 years,Total - Gender,2021 Counts,70.7.1.1,414960,,97155,,26355,,8095,,16060,,8340,,9550,,9290,,5655,,5385,,2105,,815,,2340,,3160,,317800,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 64 years,Total - Gender,% distribution (2021),70.7.1.2,1.1,,0.3,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.9,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 64 years,Men+,2021 Counts,70.7.2.1,202305,,46605,,13435,,3750,,7895,,3400,,4805,,4375,,2590,,2585,,885,,325,,1120,,1445,,155695,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 64 years,Men+,% distribution (2021),70.7.2.2,0.6,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.4,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 64 years,Women+,2021 Counts,70.7.3.1,212655,,50550,,12920,,4345,,8165,,4940,,4745,,4915,,3065,,2800,,1215,,495,,1225,,1720,,162110,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 64 years,Women+,% distribution (2021),70.7.3.2,0.6,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.4,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 54 years,Total - Gender,2021 Counts,70.8.1.1,306790,,80490,,22560,,6190,,13475,,6820,,8175,,7700,,4375,,4370,,1680,,605,,1925,,2620,,226300,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 54 years,Total - Gender,% distribution (2021),70.8.1.2,0.8,,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.6,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 54 years,Men+,2021 Counts,70.8.2.1,150180,,38530,,11480,,2845,,6615,,2845,,4035,,3620,,1995,,2065,,700,,215,,915,,1190,,111655,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 54 years,Men+,% distribution (2021),70.8.2.2,0.4,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.3,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 54 years,Women+,2021 Counts,70.8.3.1,156615,,41965,,11080,,3345,,6860,,3970,,4135,,4080,,2380,,2310,,980,,390,,1005,,1430,,114645,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 54 years,Women+,% distribution (2021),70.8.3.2,0.4,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.3,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 34 years,Total - Gender,2021 Counts,70.9.1.1,104275,,30300,,9695,,2400,,4995,,2030,,2800,,2480,,1740,,1805,,525,,185,,620,,1035,,73970,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 34 years,Total - Gender,% distribution (2021),70.9.1.2,0.3,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 34 years,Men+,2021 Counts,70.9.2.1,51690,,14800,,5030,,1245,,2340,,955,,1365,,1140,,845,,825,,230,,75,,280,,475,,36890,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 34 years,Men+,% distribution (2021),70.9.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 34 years,Women+,2021 Counts,70.9.3.1,52585,,15505,,4660,,1160,,2655,,1080,,1435,,1340,,895,,985,,290,,105,,335,,560,,37080,
2021,"Hamilton (CMA), Ont.",2021S0503537,25 to 34 years,Women+,% distribution (2021),70.9.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,35 to 44 years,Total - Gender,2021 Counts,70.10.1.1,101970,,27685,,7660,,1800,,4575,,2475,,3040,,2695,,1550,,1495,,500,,230,,795,,865,,74280,
2021,"Hamilton (CMA), Ont.",2021S0503537,35 to 44 years,Total - Gender,% distribution (2021),70.10.1.2,0.3,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Hamilton (CMA), Ont.",2021S0503537,35 to 44 years,Men+,2021 Counts,70.10.2.1,49825,,13070,,3815,,795,,2245,,970,,1460,,1260,,655,,765,,205,,85,,415,,395,,36755,
2021,"Hamilton (CMA), Ont.",2021S0503537,35 to 44 years,Men+,% distribution (2021),70.10.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,35 to 44 years,Women+,2021 Counts,70.10.3.1,52145,,14610,,3845,,1010,,2330,,1505,,1580,,1435,,895,,730,,295,,145,,375,,470,,37530,
2021,"Hamilton (CMA), Ont.",2021S0503537,35 to 44 years,Women+,% distribution (2021),70.10.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,45 to 54 years,Total - Gender,2021 Counts,70.11.1.1,100545,,22510,,5210,,1985,,3905,,2310,,2335,,2525,,1085,,1070,,655,,190,,510,,725,,78040,
2021,"Hamilton (CMA), Ont.",2021S0503537,45 to 54 years,Total - Gender,% distribution (2021),70.11.1.2,0.3,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Hamilton (CMA), Ont.",2021S0503537,45 to 54 years,Men+,2021 Counts,70.11.2.1,48665,,10660,,2635,,810,,2035,,920,,1215,,1220,,495,,475,,265,,50,,220,,325,,38010,
2021,"Hamilton (CMA), Ont.",2021S0503537,45 to 54 years,Men+,% distribution (2021),70.11.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Hamilton (CMA), Ont.",2021S0503537,45 to 54 years,Women+,2021 Counts,70.11.3.1,51885,,11845,,2580,,1175,,1870,,1390,,1125,,1305,,595,,590,,390,,140,,295,,400,,40035,
2021,"Hamilton (CMA), Ont.",2021S0503537,45 to 54 years,Women+,% distribution (2021),70.11.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
